id	assigned_topic	topic_label	label
young_birthday_dbnl_23	335	335_trilogy_remastered_gods_editions	birthday
young_birthday_dbnl_24	372	372_rose_roses_frontman_revolver	birthday
young_birthday_dbnl_25	2312	2312_painting_paintings_painter_paint	birthday
young_birthday_dbnl_26	2259	2259_easter_holiday_celebrated_feasts	birthday
young_birthday_dbnl_28	1551	1551_circumcision_circumcise_circumcised_uncircumcised	birthday
young_birthday_dbnl_29	2312	2312_painting_paintings_painter_paint	birthday
young_birthday_dbnl_30	1492	1492_attractiveness_aesthetics_beauty_aesthetic	birthday
young_birthday_dbnl_31	2372	2372_tulips_tulip_economists_economic	birthday
young_birthday_dbnl_32	1476	1476_evil_eye_gaze_eyes	birthday
young_birthday_dbnl_33	53	53_comedian_primetime_night_comedians	birthday
young_birthday_dbnl_34	1675	1675_birthdays_birthday_probability_anniversaries	birthday
young_birthday_dbnl_35	60	60_communists_yuan_yang_communist	birthday
young_birthday_dbnl_36	1675	1675_birthdays_birthday_probability_anniversaries	birthday
young_birthday_dbnl_37	1083	1083_tanks_tank_partisan_ideological	birthday
young_birthday_dbnl_38	1323	1323_sheikh_prince_sultan_heir	birthday
young_birthday_dbnl_39	1323	1323_sheikh_prince_sultan_heir	birthday
young_birthday_dbnl_40	1769	1769_brave_browser_browsers_chrome	birthday
young_birthday_dbnl_41	506	506_soprano_mafia_joey_carmine	birthday
young_birthday_dbnl_42	335	335_trilogy_remastered_gods_editions	birthday
young_birthday_dbnl_43	450	450_bear_bears_grizzly_predators	birthday
young_birthday_dbnl_44	1323	1323_sheikh_prince_sultan_heir	birthday
young_birthday_dbnl_45	665	665_herbicides_herbicide_orange_contaminated	birthday
young_birthday_dbnl_46	598	598_sitcom_woody_cast_primetime	birthday
young_birthday_dbnl_47	665	665_herbicides_herbicide_orange_contaminated	birthday
young_birthday_dbnl_48	1769	1769_brave_browser_browsers_chrome	birthday
young_birthday_dbnl_49	598	598_sitcom_woody_cast_primetime	birthday
young_birthday_dbnl_50	665	665_herbicides_herbicide_orange_contaminated	birthday
young_birthday_dbnl_51	1323	1323_sheikh_prince_sultan_heir	birthday
young_birthday_dbnl_52	665	665_herbicides_herbicide_orange_contaminated	birthday
young_birthday_dbnl_53	1638	1638_contraception_contraceptive_contraceptives_abortion	birthday
young_birthday_dbnl_54	2291	2291_offspring_albums_album_band	birthday
young_birthday_dbnl_55	1100	1100_hill_silent_sequel_remake	birthday
young_birthday_dbnl_56	1675	1675_birthdays_birthday_probability_anniversaries	birthday
young_birthday_dbnl_57	512	512_women_comfort_geisha_grandmothers	birthday
young_birthday_dbnl_58	2333	2333_bob_hope_honorary_biography	birthday
young_birthday_dbnl_59	665	665_herbicides_herbicide_orange_contaminated	birthday
young_birthday_dbnl_60	1987	1987_yoon_jin_jung_hye	birthday
young_birthday_dbnl_61	598	598_sitcom_woody_cast_primetime	birthday
young_birthday_dbnl_62	1446	1446_happiness_wellbeing_unhappiness_happier	birthday
young_birthday_dbnl_63	1463	1463_flow_experiences_performance_motivation	birthday
young_birthday_dbnl_65	1484	1484_assassination_tortured_raped_incident	birthday
young_birthday_dbnl_66	2291	2291_offspring_albums_album_band	birthday
young_birthday_dbnl_67	1453	1453_campaigned_politician_governor_long	birthday
young_birthday_dbnl_68	598	598_sitcom_woody_cast_primetime	birthday
young_birthday_dbnl_69	1446	1446_happiness_wellbeing_unhappiness_happier	birthday
young_birthday_txt_0	2048	2048_biblical_patriarch_prophethood_genesis	birthday
young_children_dbnl_1	1769	1769_brave_browser_browsers_chrome	children
young_children_dbnl_2	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_3	1675	1675_birthdays_birthday_probability_anniversaries	children
young_children_dbnl_4	1861	1861_mustard_mustards_bombs_gases	children
young_children_dbnl_5	2348	2348_mammoth_mammoths_prehistoric_fossils	children
young_children_dbnl_7	1513	1513_redheads_redhead_reddish_ginger	children
young_children_dbnl_8	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_9	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_10	626	626_1783_minister_peerage_ministers	children
young_children_dbnl_11	1716	1716_quoting_quotations_quotes_apostrophes	children
young_children_dbnl_12	1083	1083_tanks_tank_partisan_ideological	children
young_children_dbnl_13	386	386_poles_casualties_massacres_massacre	children
young_children_dbnl_14	1873	1873_divine_persona_scene_onstage	children
young_children_dbnl_15	1614	1614_olives_olive_mediterranean_tree	children
young_children_dbnl_16	2205	2205_bow_actress_1932_laurels	children
young_children_dbnl_17	398	398_sins_sin_sinfulness_theology	children
young_children_dbnl_18	474	474_lightning_thunderstorm_thunderstorms_storms	children
young_children_dbnl_19	633	633_tennis_slams_tournaments_competed	children
young_children_dbnl_20	1211	1211_sequels_ash_trilogy_evil	children
young_children_dbnl_21	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_22	1043	1043_cloud_clouds_azure_virtualization	children
young_children_dbnl_23	1700	1700_saints_row_stadia_games	children
young_children_dbnl_24	1700	1700_saints_row_stadia_games	children
young_children_dbnl_25	651	651_voiced_voice_voices_voiceover	children
young_children_dbnl_26	929	929_medicine_medicinal_medicines_physicians	children
young_children_dbnl_27	1861	1861_mustard_mustards_bombs_gases	children
young_children_dbnl_28	636	636_demon_yakuza_shinobi_demons	children
young_children_dbnl_29	2048	2048_biblical_patriarch_prophethood_genesis	children
young_children_dbnl_30	666	666_nonfiction_bestseller_novelist_autobiography	children
young_children_dbnl_31	1475	1475_indigenous_spirit_spirits_natives	children
young_children_dbnl_32	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_33	597	597_utilitarianism_utilitarian_consequentialism_consequentialist	children
young_children_dbnl_35	2039	2039_fed_inflation_monetary_financial	children
young_children_dbnl_36	636	636_demon_yakuza_shinobi_demons	children
young_children_dbnl_37	134	134_angels_archangels_archangel_angelic	children
young_children_dbnl_38	1501	1501_corruption_corrupt_bribes_bribery	children
young_children_dbnl_39	2205	2205_bow_actress_1932_laurels	children
young_children_dbnl_40	1528	1528_halo_chief_343_master	children
young_children_dbnl_41	1475	1475_indigenous_spirit_spirits_natives	children
young_children_dbnl_42	2333	2333_bob_hope_honorary_biography	children
young_children_dbnl_43	334	334_boulevard_celebrity_fame_celebrities	children
young_children_dbnl_44	334	334_boulevard_celebrity_fame_celebrities	children
young_children_dbnl_45	1083	1083_tanks_tank_partisan_ideological	children
young_children_dbnl_46	839	839_fastest_racing_mph_speed	children
young_children_dbnl_47	441	441_woman_wonder_goddess_feminist	children
young_children_dbnl_48	1475	1475_indigenous_spirit_spirits_natives	children
young_children_dbnl_49	2205	2205_bow_actress_1932_laurels	children
young_children_dbnl_50	1132	1132_burning_burners_organizers_attendees	children
young_children_dbnl_51	1476	1476_evil_eye_gaze_eyes	children
young_children_dbnl_52	1093	1093_satanic_satan_theology_devil	children
young_children_dbnl_53	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_54	626	626_1783_minister_peerage_ministers	children
young_children_dbnl_55	519	519_chains_albums_album_toured	children
young_children_dbnl_56	1043	1043_cloud_clouds_azure_virtualization	children
young_children_dbnl_57	1463	1463_flow_experiences_performance_motivation	children
young_children_dbnl_58	2205	2205_bow_actress_1932_laurels	children
young_children_dbnl_59	1475	1475_indigenous_spirit_spirits_natives	children
young_children_dbnl_60	334	334_boulevard_celebrity_fame_celebrities	children
young_children_dbnl_61	1475	1475_indigenous_spirit_spirits_natives	children
young_children_dbnl_62	1477	1477_smartwatch_watches_smartwatches_apple	children
young_children_dbnl_63	1028	1028_probability_probabilities_doors_car	children
young_children_dbnl_64	626	626_1783_minister_peerage_ministers	children
young_children_dbnl_65	522	522_fertility_overpopulation_childbearing_adoptions	children
young_children_dbnl_66	1097	1097_priest_demonic_priestess_demon	children
young_children_dbnl_67	334	334_boulevard_celebrity_fame_celebrities	children
young_children_dbnl_68	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_69	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_70	1591	1591_musician_songs_singers_album	children
young_children_dbnl_71	1093	1093_satanic_satan_theology_devil	children
young_children_dbnl_72	2333	2333_bob_hope_honorary_biography	children
young_children_dbnl_73	2230	2230_rush_bands_rock_zeppelin	children
young_children_dbnl_74	2333	2333_bob_hope_honorary_biography	children
young_children_dbnl_75	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_77	2249	2249_lily_robin_episode_doppelganger	children
young_children_dbnl_78	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_79	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_80	2312	2312_painting_paintings_painter_paint	children
young_children_dbnl_81	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_82	2175	2175_calamity_calamitous_novels_novel	children
young_children_dbnl_83	1083	1083_tanks_tank_partisan_ideological	children
young_children_dbnl_84	1986	1986_sour_songwriter_grungy_debut	children
young_children_dbnl_85	2210	2210_griffin_donation_donated_museum	children
young_children_dbnl_86	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_88	815	815_dreaming_lucidity_dreams_lucid	children
young_children_dbnl_89	1492	1492_attractiveness_aesthetics_beauty_aesthetic	children
young_children_dbnl_90	519	519_chains_albums_album_toured	children
young_children_dbnl_91	2194	2194_torch_olympic_relay_relays	children
young_children_dbnl_92	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_93	903	903_reefs_corals_coral_reef	children
young_children_dbnl_94	1057	1057_nirvana_overdosed_grunge_overdose	children
young_children_dbnl_95	2013	2013_laureates_laureate_prizes_prize	children
young_children_dbnl_96	800	800_buzz_toy_toys_woody	children
young_children_dbnl_97	1057	1057_nirvana_overdosed_grunge_overdose	children
young_children_dbnl_98	107	107_anthrax_slayer_thrash_bands	children
young_children_dbnl_99	1915	1915_fate_fates_doctor_doctorate	children
young_children_dbnl_100	1695	1695_sugar_sugars_sugarcane_glucose	children
young_children_dbnl_102	422	422_miss_pageant_pageants_pageantry	children
young_children_dbnl_103	896	896_airlines_airline_pan_flights	children
young_children_dbnl_104	1323	1323_sheikh_prince_sultan_heir	children
young_children_dbnl_105	2167	2167_gnostic_gnosis_theology_religions	children
young_children_dbnl_106	422	422_miss_pageant_pageants_pageantry	children
young_children_dbnl_108	1563	1563_dictator_corruption_unrest_corrupt	children
young_children_dbnl_109	1476	1476_evil_eye_gaze_eyes	children
young_children_dbnl_112	1646	1646_catch_22_circumstance_novel	children
young_children_dbnl_113	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_114	1507	1507_consciousness_conscious_unconscious_perceive	children
young_children_dbnl_115	1453	1453_campaigned_politician_governor_long	children
young_children_dbnl_116	1550	1550_dew_cola_flavors_soda	children
young_children_dbnl_118	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_119	1453	1453_campaigned_politician_governor_long	children
young_children_dbnl_121	1876	1876_rage_albums_machine_band	children
young_children_dbnl_122	274	274_bee_sang_singer_songwriter	children
young_children_dbnl_123	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_124	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_125	1476	1476_evil_eye_gaze_eyes	children
young_children_dbnl_126	1243	1243_heterochromia_pigmentation_pigment_pigments	children
young_children_dbnl_127	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_128	1453	1453_campaigned_politician_governor_long	children
young_children_dbnl_129	2333	2333_bob_hope_honorary_biography	children
young_children_dbnl_131	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_132	1057	1057_nirvana_overdosed_grunge_overdose	children
young_children_dbnl_133	519	519_chains_albums_album_toured	children
young_children_dbnl_134	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_135	450	450_bear_bears_grizzly_predators	children
young_children_dbnl_136	108	108_swift_songwriting_songwriter_songwriters	children
young_children_dbnl_137	435	435_colors_colours_colour_magenta	children
young_children_dbnl_138	1492	1492_attractiveness_aesthetics_beauty_aesthetic	children
young_children_dbnl_139	506	506_soprano_mafia_joey_carmine	children
young_children_dbnl_140	1769	1769_brave_browser_browsers_chrome	children
young_children_dbnl_141	1448	1448_airplay_tv_apple_televisions	children
young_children_dbnl_142	954	954_singer_songwriter_albums_musician	children
young_children_dbnl_143	504	504_dubbed_dub_dubbing_dubs	children
young_children_dbnl_144	193	193_languages_speak_dialects_language	children
young_children_dbnl_145	1488	1488_cruises_cruise_seas_ships	children
young_children_dbnl_146	2129	2129_fish_cannibalism_tortured_murders	children
young_children_dbnl_147	1119	1119_proud_boys_protests_protesters	children
young_children_dbnl_148	108	108_swift_songwriting_songwriter_songwriters	children
young_children_dbnl_149	2318	2318_memories_memory_recall_psychology	children
young_children_dbnl_150	1513	1513_redheads_redhead_reddish_ginger	children
young_children_dbnl_151	1100	1100_hill_silent_sequel_remake	children
young_children_dbnl_152	435	435_colors_colours_colour_magenta	children
young_children_dbnl_153	418	418_battlefield_warfare_modern_gameplay	children
young_children_dbnl_154	745	745_voyages_voyage_caravel_expeditions	children
young_children_dbnl_155	2321	2321_officers_police_gunshots_shooter	children
young_children_dbnl_156	1476	1476_evil_eye_gaze_eyes	children
young_children_dbnl_157	2275	2275_irrigation_sea_waters_salinity	children
young_children_dbnl_158	415	415_deforestation_reforestation_forestry_forests	children
young_children_dbnl_159	1100	1100_hill_silent_sequel_remake	children
young_children_dbnl_160	1476	1476_evil_eye_gaze_eyes	children
young_children_dbnl_161	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_162	886	886_spiritualism_spirituality_paganism_esotericism	children
young_children_dbnl_163	1492	1492_attractiveness_aesthetics_beauty_aesthetic	children
young_children_dbnl_164	2108	2108_wu_han_tung_qi	children
young_children_dbnl_165	1476	1476_evil_eye_gaze_eyes	children
young_children_dbnl_166	1119	1119_proud_boys_protests_protesters	children
young_children_dbnl_167	1492	1492_attractiveness_aesthetics_beauty_aesthetic	children
young_children_dbnl_168	954	954_singer_songwriter_albums_musician	children
young_children_dbnl_169	1119	1119_proud_boys_protests_protesters	children
young_children_dbnl_170	2152	2152_transit_commute_commuting_commuters	children
young_children_dbnl_171	551	551_dances_dance_dancers_traditional	children
young_children_dbnl_172	1210	1210_slaughterhouse_novelist_novels_writer	children
young_children_dbnl_173	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_174	274	274_bee_sang_singer_songwriter	children
young_children_dbnl_175	2108	2108_wu_han_tung_qi	children
young_children_dbnl_176	2322	2322_moon_drummer_drums_drummers	children
young_children_dbnl_177	1942	1942_sentencing_unconstitutional_punishment_executions	children
young_children_dbnl_178	2163	2163_sausage_sausages_bun_chili	children
young_children_dbnl_179	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_180	1083	1083_tanks_tank_partisan_ideological	children
young_children_dbnl_181	1892	1892_butterfly_bride_dagger_flowers	children
young_children_dbnl_182	1813	1813_honeys_honey_honeydew_bees	children
young_children_dbnl_183	1022	1022_doll_dolls_toy_brand	children
young_children_dbnl_184	379	379_dune_dunes_novels_trilogy	children
young_children_dbnl_185	2125	2125_libel_celebrity_reportedly_scandals	children
young_children_dbnl_186	1463	1463_flow_experiences_performance_motivation	children
young_children_dbnl_187	1747	1747_moss_quarterback_cornerback_punts	children
young_children_dbnl_188	332	332_tabby_cat_feline_cats	children
young_children_dbnl_189	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_190	1710	1710_peat_peatlands_peatland_wetlands	children
young_children_dbnl_192	2292	2292_guards_defensive_guard_basketball	children
young_children_dbnl_193	1550	1550_dew_cola_flavors_soda	children
young_children_dbnl_194	1645	1645_genomes_genome_mutations_genes	children
young_children_dbnl_195	1521	1521_dead_concert_burial_lyricists	children
young_children_dbnl_196	349	349_kiss_toured_concerts_tour	children
young_children_dbnl_197	1756	1756_horse_horses_cavalry_rode	children
young_children_dbnl_198	1492	1492_attractiveness_aesthetics_beauty_aesthetic	children
young_children_dbnl_199	1476	1476_evil_eye_gaze_eyes	children
young_children_dbnl_200	2205	2205_bow_actress_1932_laurels	children
young_children_dbnl_201	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_202	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_204	2083	2083_radiation_radiographs_rays_radiography	children
young_children_dbnl_205	512	512_women_comfort_geisha_grandmothers	children
young_children_dbnl_206	1769	1769_brave_browser_browsers_chrome	children
young_children_dbnl_207	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_208	1550	1550_dew_cola_flavors_soda	children
young_children_dbnl_209	2013	2013_laureates_laureate_prizes_prize	children
young_children_dbnl_210	474	474_lightning_thunderstorm_thunderstorms_storms	children
young_children_dbnl_211	2108	2108_wu_han_tung_qi	children
young_children_dbnl_212	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_213	1920	1920_centrifuges_centrifuge_nuclear_uranium	children
young_children_dbnl_214	1323	1323_sheikh_prince_sultan_heir	children
young_children_dbnl_215	532	532_coffeehouse_coffee_coffees_cafe	children
young_children_dbnl_216	2229	2229_fifths_fifth_circle_tones	children
young_children_dbnl_217	1463	1463_flow_experiences_performance_motivation	children
young_children_dbnl_218	350	350_holiday_celebrates_holidays_celebrated	children
young_children_dbnl_219	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_220	177	177_dementia_dementias_neurodegenerative_parkinsonism	children
young_children_dbnl_221	2210	2210_griffin_donation_donated_museum	children
young_children_dbnl_222	2229	2229_fifths_fifth_circle_tones	children
young_children_dbnl_223	1777	1777_boar_boars_pigs_pig	children
young_children_dbnl_225	1528	1528_halo_chief_343_master	children
young_children_dbnl_226	1440	1440_strings_theories_string_theory	children
young_children_dbnl_227	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_229	1022	1022_doll_dolls_toy_brand	children
young_children_dbnl_230	1756	1756_horse_horses_cavalry_rode	children
young_children_dbnl_231	402	402_skyscraper_tallest_skyscrapers_towers	children
young_children_dbnl_232	1440	1440_strings_theories_string_theory	children
young_children_dbnl_233	2105	2105_sailed_seaworthy_boat_vessel	children
young_children_dbnl_234	1769	1769_brave_browser_browsers_chrome	children
young_children_dbnl_236	492	492_ball_sitcom_tv_1957	children
young_children_dbnl_237	958	958_pride_flags_flag_rainbow	children
young_children_dbnl_238	435	435_colors_colours_colour_magenta	children
young_children_dbnl_239	2222	2222_retailer_store_sales_shop	children
young_children_dbnl_240	1003	1003_motocross_motorcycle_stunt_bike	children
young_children_dbnl_241	492	492_ball_sitcom_tv_1957	children
young_children_dbnl_242	372	372_rose_roses_frontman_revolver	children
young_children_dbnl_243	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_244	1475	1475_indigenous_spirit_spirits_natives	children
young_children_dbnl_245	1028	1028_probability_probabilities_doors_car	children
young_children_dbnl_246	1915	1915_fate_fates_doctor_doctorate	children
young_children_dbnl_247	1650	1650_uniforms_uniformed_berets_beret	children
young_children_dbnl_248	1059	1059_blinding_heartless_lights_song	children
young_children_dbnl_249	335	335_trilogy_remastered_gods_editions	children
young_children_dbnl_250	723	723_headquartered_headquarters_companies_san	children
young_children_dbnl_251	2275	2275_irrigation_sea_waters_salinity	children
young_children_dbnl_252	506	506_soprano_mafia_joey_carmine	children
young_children_dbnl_253	1618	1618_typhoon_landfall_cyclone_tropical	children
young_children_dbnl_254	357	357_operatic_opera_soprano_operas	children
young_children_dbnl_255	1492	1492_attractiveness_aesthetics_beauty_aesthetic	children
young_children_dbnl_256	2194	2194_torch_olympic_relay_relays	children
young_children_dbnl_257	1521	1521_dead_concert_burial_lyricists	children
young_children_dbnl_258	1446	1446_happiness_wellbeing_unhappiness_happier	children
young_children_dbnl_259	561	561_laundering_banking_trafficking_smuggling	children
young_children_dbnl_260	306	306_medals_medal_commendation_gallantry	children
young_children_dbnl_261	1477	1477_smartwatch_watches_smartwatches_apple	children
young_children_dbnl_262	1295	1295_candidates_candidate_minister_election	children
young_children_dbnl_263	1476	1476_evil_eye_gaze_eyes	children
young_children_dbnl_264	2324	2324_reggae_albums_band_bassist	children
young_children_dbnl_265	633	633_tennis_slams_tournaments_competed	children
young_children_dbnl_266	1515	1515_literature_novels_novel_peace	children
young_children_dbnl_267	357	357_operatic_opera_soprano_operas	children
young_children_dbnl_268	1083	1083_tanks_tank_partisan_ideological	children
young_children_dbnl_269	1609	1609_gaol_literary_prose_biographies	children
young_children_dbnl_270	1742	1742_sober_sobriety_rehab_addiction	children
young_children_dbnl_271	1877	1877_zombie_walkers_zombies_walking	children
young_children_dbnl_273	133	133_hamlet_playwright_actor_cast	children
young_children_dbnl_274	1756	1756_horse_horses_cavalry_rode	children
young_children_dbnl_275	181	181_neural_neuron_neurons_convolutions	children
young_children_dbnl_276	199	199_homer_sitcom_cartoon_sitcoms	children
young_children_dbnl_277	946	946_laureates_laureate_prizes_prize	children
young_children_dbnl_278	334	334_boulevard_celebrity_fame_celebrities	children
young_children_dbnl_279	1119	1119_proud_boys_protests_protesters	children
young_children_dbnl_280	2	2_married_divorced_couple_remarried	children
young_children_dbnl_281	2324	2324_reggae_albums_band_bassist	children
young_children_dbnl_282	334	334_boulevard_celebrity_fame_celebrities	children
young_children_dbnl_283	380	380_temple_cult_peoples_disciples	children
young_children_dbnl_284	1521	1521_dead_concert_burial_lyricists	children
young_children_dbnl_285	5	5_cuisine_cuisines_foods_culinary	children
young_children_dbnl_286	2312	2312_painting_paintings_painter_paint	children
young_children_dbnl_287	215	215_emperors_emperor_roman_empire	children
young_children_dbnl_288	2324	2324_reggae_albums_band_bassist	children
young_children_dbnl_289	640	640_defamation_lawsuit_sued_libel	children
young_children_dbnl_290	213	213_showrunner_episode_showrunners_episodes	children
young_children_dbnl_291	1804	1804_watches_wristwatches_wristwatch_watchmaker	children
young_children_dbnl_292	1915	1915_fate_fates_doctor_doctorate	children
young_children_dbnl_293	454	454_currencies_currency_monetary_dollar	children
young_children_dbnl_294	2312	2312_painting_paintings_painter_paint	children
young_children_dbnl_295	1832	1832_assassinated_assassination_hanged_assassinate	children
young_children_dbnl_296	956	956_patients_inpatients_physicians_physician	children
young_children_dbnl_297	2324	2324_reggae_albums_band_bassist	children
young_children_dbnl_298	1915	1915_fate_fates_doctor_doctorate	children
young_children_dbnl_299	56	56_bond_royale_spectre_pierce	children
young_children_dbnl_300	418	418_battlefield_warfare_modern_gameplay	children
young_children_dbnl_301	2312	2312_painting_paintings_painter_paint	children
young_children_dbnl_302	2	2_married_divorced_couple_remarried	children
young_children_dbnl_303	306	306_medals_medal_commendation_gallantry	children
