id	assigned_topic	topic_label	label
HPod_84	171	171_mountains_mountain_plains_topography	MILOSTNÉ
HPod_85	967	967_forested_vegetation_conifers_forests	MILOSTNÉ
HPod_86	2053	2053_concert_concerts_tour_theater	MILOSTNÉ
HPod_87	2090	2090_rose_autobiography_quotes_writing	MILOSTNÉ
HPod_88	171	171_mountains_mountain_plains_topography	MILOSTNÉ
HPod_89	1132	1132_burning_burners_organizers_attendees	MILOSTNÉ
HPod_94	938	938_ford_presidency_presidential_presidents	MILOSTNÉ
HPod_95	1022	1022_doll_dolls_toy_brand	MILOSTNÉ
HPod_97	147	147_cardiovascular_cardiomyopathy_cardiac_hypertension	MILOSTNÉ
HPod_98	171	171_mountains_mountain_plains_topography	MILOSTNÉ
HPod_99	1581	1581_mix_albums_little_remix	MILOSTNÉ
HPod_100	1243	1243_heterochromia_pigmentation_pigment_pigments	MILOSTNÉ
HPod_101	1862	1862_quixotic_literature_chivalric_novel	MILOSTNÉ
HPod_102	372	372_rose_roses_frontman_revolver	MILOSTNÉ
HPod_107	956	956_patients_inpatients_physicians_physician	MILOSTNÉ
HPod_108	1862	1862_quixotic_literature_chivalric_novel	MILOSTNÉ
HPod_110	2284	2284_tennis_tournaments_tournament_finalist	MILOSTNÉ
HPod_112	1477	1477_smartwatch_watches_smartwatches_apple	MILOSTNÉ
HPod_115	2190	2190_wiggle_band_entertainers_concert	MILOSTNÉ
HPod_116	334	334_boulevard_celebrity_fame_celebrities	MILOSTNÉ
HPod_118	334	334_boulevard_celebrity_fame_celebrities	MILOSTNÉ
HPod_122	1863	1863_rap_rock_album_band	MILOSTNÉ
HPod_123	1559	1559_rockabilly_chorus_songwriter_singing	MILOSTNÉ
HPod_125	2284	2284_tennis_tournaments_tournament_finalist	MILOSTNÉ
HPod_126	1100	1100_hill_silent_sequel_remake	MILOSTNÉ
HPod_127	2172	2172_home_sequels_sequel_screenplays	MILOSTNÉ
HPod_128	1591	1591_musician_songs_singers_album	MILOSTNÉ
HPod_129	551	551_dances_dance_dancers_traditional	MILOSTNÉ
HPod_130	1862	1862_quixotic_literature_chivalric_novel	MILOSTNÉ
HPod_131	2145	2145_wastes_waste_disposal_recycling	MILOSTNÉ
HPod_132	64	64_rating_rated_cinematography_film	MILOSTNÉ
HPod_133	1915	1915_fate_fates_doctor_doctorate	MILOSTNÉ
HPod_134	1353	1353_cherry_blossom_cherries_blossoms	MILOSTNÉ
HPod_135	1863	1863_rap_rock_album_band	MILOSTNÉ
HPod_136	334	334_boulevard_celebrity_fame_celebrities	MILOSTNÉ
HPod_141	1863	1863_rap_rock_album_band	MILOSTNÉ
HPod_143	107	107_anthrax_slayer_thrash_bands	MILOSTNÉ
HPod_148	2154	2154_studios_lions_acquisitions_paramount	MILOSTNÉ
HPod_149	1550	1550_dew_cola_flavors_soda	MILOSTNÉ
HPod_150	1581	1581_mix_albums_little_remix	MILOSTNÉ
HPod_151	2282	2282_rosemary_lobotomy_nuns_lobotomized	MILOSTNÉ
HPod_155	1243	1243_heterochromia_pigmentation_pigment_pigments	MILOSTNÉ
HPod_156	372	372_rose_roses_frontman_revolver	MILOSTNÉ
HPod_159	231	231_bighorn_1876_bull_elk	MILOSTNÉ
HPod_160	1901	1901_sat_exams_exam_admissions	MILOSTNÉ
HPod_162	1246	1246_crusade_crusaders_crusader_1179	MILOSTNÉ
HPod_163	790	790_degree_bachelor_diploma_qualification	MILOSTNÉ
HPod_166	415	415_deforestation_reforestation_forestry_forests	MILOSTNÉ
HPod_167	2322	2322_moon_drummer_drums_drummers	MILOSTNÉ
HPod_168	512	512_women_comfort_geisha_grandmothers	MILOSTNÉ
HPod_169	417	417_pharaoh_prophets_prophet_messiah	MILOSTNÉ
HPod_170	107	107_anthrax_slayer_thrash_bands	MILOSTNÉ
HPod_171	770	770_judicial_justices_judiciary_courts	MILOSTNÉ
HPod_174	107	107_anthrax_slayer_thrash_bands	MILOSTNÉ
HPod_176	1863	1863_rap_rock_album_band	MILOSTNÉ
HPod_177	1901	1901_sat_exams_exam_admissions	MILOSTNÉ
HPod_183	1756	1756_horse_horses_cavalry_rode	MILOSTNÉ
HPod_185	1955	1955_dams_canyon_boulder_dam	MILOSTNÉ
HPod_187	1018	1018_ninja_ninjas_anime_kai	MILOSTNÉ
HPod_188	1267	1267_doomsday_sequel_gameplay_multiplayer	MILOSTNÉ
HPod_189	22	22_climates_climate_weather_temperatures	MILOSTNÉ
HPod_190	2322	2322_moon_drummer_drums_drummers	MILOSTNÉ
HPod_191	1513	1513_redheads_redhead_reddish_ginger	MILOSTNÉ
HPod_192	1246	1246_crusade_crusaders_crusader_1179	MILOSTNÉ
HPod_194	1492	1492_attractiveness_aesthetics_beauty_aesthetic	MILOSTNÉ
HPod_195	2182	2182_rebounds_warriors_curry_assists	MILOSTNÉ
HPod_196	213	213_showrunner_episode_showrunners_episodes	MILOSTNÉ
HPod_197	297	297_copyright_copyrights_copyrighted_royalties	MILOSTNÉ
HPod_199	2154	2154_studios_lions_acquisitions_paramount	MILOSTNÉ
HPod_203	2129	2129_fish_cannibalism_tortured_murders	MILOSTNÉ
HPod_204	2038	2038_ron_character_villains_sidekick	MILOSTNÉ
HPod_205	2053	2053_concert_concerts_tour_theater	MILOSTNÉ
HPod_206	1606	1606_ibn_folktales_tales_literature	MILOSTNÉ
HPod_208	2318	2318_memories_memory_recall_psychology	MILOSTNÉ
HPod_209	992	992_linden_lab_copyright_token	MILOSTNÉ
HPod_211	350	350_holiday_celebrates_holidays_celebrated	MILOSTNÉ
HPod_212	335	335_trilogy_remastered_gods_editions	MILOSTNÉ
HPod_214	349	349_kiss_toured_concerts_tour	MILOSTNÉ
HPod_222	839	839_fastest_racing_mph_speed	MILOSTNÉ
HPod_225	449	449_ku_confederate_activists_1868	MILOSTNÉ
HPod_226	790	790_degree_bachelor_diploma_qualification	MILOSTNÉ
HPod_227	1448	1448_airplay_tv_apple_televisions	MILOSTNÉ
HPod_230	2282	2282_rosemary_lobotomy_nuns_lobotomized	MILOSTNÉ
HPod_232	19	19_rifle_rifles_firearm_firearms	MILOSTNÉ
HPod_233	1409	1409_missionaries_charity_nuns_orphanages	MILOSTNÉ
HPod_234	2315	2315_animals_drummer_animal_bassist	MILOSTNÉ
HPod_235	1581	1581_mix_albums_little_remix	MILOSTNÉ
HPod_236	2318	2318_memories_memory_recall_psychology	MILOSTNÉ
HPod_239	1901	1901_sat_exams_exam_admissions	MILOSTNÉ
HPod_241	1704	1704_gypsy_disorder_seizure_investigators	MILOSTNÉ
HPod_243	1028	1028_probability_probabilities_doors_car	MILOSTNÉ
HPod_245	372	372_rose_roses_frontman_revolver	MILOSTNÉ
HPod_247	1770	1770_bugs_insects_insecticides_pest	MILOSTNÉ
HPod_251	1057	1057_nirvana_overdosed_grunge_overdose	MILOSTNÉ
HPod_253	1695	1695_sugar_sugars_sugarcane_glucose	MILOSTNÉ
HPod_254	1446	1446_happiness_wellbeing_unhappiness_happier	MILOSTNÉ
HPod_255	1704	1704_gypsy_disorder_seizure_investigators	MILOSTNÉ
HPod_256	2282	2282_rosemary_lobotomy_nuns_lobotomized	MILOSTNÉ
HPod_259	1409	1409_missionaries_charity_nuns_orphanages	MILOSTNÉ
HPod_262	708	708_piazza_opera_tenor_bohème	MILOSTNÉ
HPod_264	1646	1646_catch_22_circumstance_novel	MILOSTNÉ
HPod_265	1877	1877_zombie_walkers_zombies_walking	MILOSTNÉ
HPod_267	2108	2108_wu_han_tung_qi	MILOSTNÉ
HPod_268	2312	2312_painting_paintings_painter_paint	MILOSTNÉ
HPod_269	93	93_goaltender_puck_goalie_hockey	MILOSTNÉ
HPod_271	1003	1003_motocross_motorcycle_stunt_bike	MILOSTNÉ
HPod_276	2322	2322_moon_drummer_drums_drummers	MILOSTNÉ
HPod_278	2322	2322_moon_drummer_drums_drummers	MILOSTNÉ
HPod_279	1119	1119_proud_boys_protests_protesters	MILOSTNÉ
HPod_282	606	606_sponsors_sponsorship_sponsor_sponsorships	MILOSTNÉ
HPod_284	815	815_dreaming_lucidity_dreams_lucid	MILOSTNÉ
HPod_285	1097	1097_priest_demonic_priestess_demon	MILOSTNÉ
HPod_287	992	992_linden_lab_copyright_token	MILOSTNÉ
HPod_288	992	992_linden_lab_copyright_token	MILOSTNÉ
HPod_289	411	411_municipality_megacity_located_niger	MILOSTNÉ
HPod_290	44	44_unionists_unionist_nationalists_loyalist	MILOSTNÉ
HPod_292	1581	1581_mix_albums_little_remix	MILOSTNÉ
HPod_294	1268	1268_afar_militias_ceasefire_humanitarian	MILOSTNÉ
HPod_295	1281	1281_tributaries_tributary_headwaters_river	MILOSTNÉ
HPod_298	1448	1448_airplay_tv_apple_televisions	MILOSTNÉ
HPod_299	349	349_kiss_toured_concerts_tour	MILOSTNÉ
HPod_300	1440	1440_strings_theories_string_theory	MILOSTNÉ
HPod_302	1581	1581_mix_albums_little_remix	MILOSTNÉ
HPod_303	1758	1758_noblewomen_empress_maids_governesses	MILOSTNÉ
HPod_305	1100	1100_hill_silent_sequel_remake	MILOSTNÉ
HPod_306	927	927_pirate_privateer_bonnet_pirates	MILOSTNÉ
HPod_307	107	107_anthrax_slayer_thrash_bands	MILOSTNÉ
HPod_308	349	349_kiss_toured_concerts_tour	MILOSTNÉ
HPod_310	598	598_sitcom_woody_cast_primetime	MILOSTNÉ
HPod_314	1491	1491_ferry_songwriter_albums_toured	MILOSTNÉ
HPod_318	1550	1550_dew_cola_flavors_soda	MILOSTNÉ
HPod_319	178	178_doctor_doctors_dr_actor	MILOSTNÉ
HPod_322	334	334_boulevard_celebrity_fame_celebrities	MILOSTNÉ
HPod_323	2318	2318_memories_memory_recall_psychology	MILOSTNÉ
HPod_324	134	134_angels_archangels_archangel_angelic	MILOSTNÉ
HPod_326	2133	2133_niece_grandmother_1918_aunt	MILOSTNÉ
HPod_327	1862	1862_quixotic_literature_chivalric_novel	MILOSTNÉ
HPod_328	2129	2129_fish_cannibalism_tortured_murders	MILOSTNÉ
HPod_329	1181	1181_deer_hunter_filmmaking_screenplay	MILOSTNÉ
HPod_330	1863	1863_rap_rock_album_band	MILOSTNÉ
HPod_331	1409	1409_missionaries_charity_nuns_orphanages	MILOSTNÉ
HPod_332	787	787_tarot_cards_decks_deck	MILOSTNÉ
HPod_333	1756	1756_horse_horses_cavalry_rode	MILOSTNÉ
HPod_334	335	335_trilogy_remastered_gods_editions	MILOSTNÉ
HPod_335	2322	2322_moon_drummer_drums_drummers	MILOSTNÉ
HPod_337	1758	1758_noblewomen_empress_maids_governesses	MILOSTNÉ
HPod_338	171	171_mountains_mountain_plains_topography	MILOSTNÉ
HPod_341	790	790_degree_bachelor_diploma_qualification	MILOSTNÉ
HPod_342	2333	2333_bob_hope_honorary_biography	MILOSTNÉ
HPod_343	2037	2037_woke_woken_wake_awake	MILOSTNÉ
HPod_346	349	349_kiss_toured_concerts_tour	MILOSTNÉ
HPod_348	860	860_pastor_pastors_megachurch_evangelical	MILOSTNÉ
HPod_350	1083	1083_tanks_tank_partisan_ideological	MILOSTNÉ
HPod_352	2322	2322_moon_drummer_drums_drummers	MILOSTNÉ
HPod_353	1333	1333_peregrines_peregrine_falcon_falconry	MILOSTNÉ
HPod_354	1446	1446_happiness_wellbeing_unhappiness_happier	MILOSTNÉ
HPod_355	1877	1877_zombie_walkers_zombies_walking	MILOSTNÉ
HPod_357	159	159_windows_vista_os_pc	MILOSTNÉ
HPod_358	1243	1243_heterochromia_pigmentation_pigment_pigments	MILOSTNÉ
HPod_359	372	372_rose_roses_frontman_revolver	MILOSTNÉ
HPod_360	1758	1758_noblewomen_empress_maids_governesses	MILOSTNÉ
HPod_362	2318	2318_memories_memory_recall_psychology	MILOSTNÉ
HPod_365	1022	1022_doll_dolls_toy_brand	MILOSTNÉ
HPod_366	1477	1477_smartwatch_watches_smartwatches_apple	MILOSTNÉ
HPod_367	512	512_women_comfort_geisha_grandmothers	MILOSTNÉ
HPod_370	2282	2282_rosemary_lobotomy_nuns_lobotomized	MILOSTNÉ
HPod_371	349	349_kiss_toured_concerts_tour	MILOSTNÉ
HPod_372	1770	1770_bugs_insects_insecticides_pest	MILOSTNÉ
HPod_373	1028	1028_probability_probabilities_doors_car	MILOSTNÉ
HPod_374	349	349_kiss_toured_concerts_tour	ŽERTOVNÉ A TANEČNÍ
HPod_375	1670	1670_remixes_pet_remixed_remix	ŽERTOVNÉ A TANEČNÍ
HPod_376	1694	1694_monarchy_1867_confederation_1918	ŽERTOVNÉ A TANEČNÍ
HPod_377	1989	1989_celebrity_spinoffs_sisters_rob	ŽERTOVNÉ A TANEČNÍ
HPod_379	212	212_apple_6s_smartphones_smartphone	ŽERTOVNÉ A TANEČNÍ
HPod_380	1004	1004_chocolate_factory_screenplay_wilder	ŽERTOVNÉ A TANEČNÍ
HPod_381	2367	2367_critical_thinking_reasoned_reflective	ŽERTOVNÉ A TANEČNÍ
HPod_382	1756	1756_horse_horses_cavalry_rode	ŽERTOVNÉ A TANEČNÍ
HPod_383	1989	1989_celebrity_spinoffs_sisters_rob	ŽERTOVNÉ A TANEČNÍ
HPod_384	787	787_tarot_cards_decks_deck	ŽERTOVNÉ A TANEČNÍ
HPod_385	199	199_homer_sitcom_cartoon_sitcoms	ŽERTOVNÉ A TANEČNÍ
HPod_386	790	790_degree_bachelor_diploma_qualification	ŽERTOVNÉ A TANEČNÍ
HPod_388	970	970_dome_missiles_missile_protects	ŽERTOVNÉ A TANEČNÍ
HPod_389	2205	2205_bow_actress_1932_laurels	ŽERTOVNÉ A TANEČNÍ
HPod_390	2363	2363_nightclub_nightclubs_54_cabaret	ŽERTOVNÉ A TANEČNÍ
HPod_391	1707	1707_monastery_monks_monastic_monastics	ŽERTOVNÉ A TANEČNÍ
HPod_392	2324	2324_reggae_albums_band_bassist	ŽERTOVNÉ A TANEČNÍ
HPod_394	956	956_patients_inpatients_physicians_physician	ŽERTOVNÉ A TANEČNÍ
HPod_396	177	177_dementia_dementias_neurodegenerative_parkinsonism	ŽERTOVNÉ A TANEČNÍ
HPod_400	2222	2222_retailer_store_sales_shop	ŽERTOVNÉ A TANEČNÍ
HPod_401	93	93_goaltender_puck_goalie_hockey	ŽERTOVNÉ A TANEČNÍ
HPod_402	441	441_woman_wonder_goddess_feminist	ŽERTOVNÉ A TANEČNÍ
HPod_403	335	335_trilogy_remastered_gods_editions	ŽERTOVNÉ A TANEČNÍ
HPod_404	790	790_degree_bachelor_diploma_qualification	ŽERTOVNÉ A TANEČNÍ
HPod_405	1119	1119_proud_boys_protests_protesters	ŽERTOVNÉ A TANEČNÍ
HPod_409	349	349_kiss_toured_concerts_tour	ŽERTOVNÉ A TANEČNÍ
HPod_410	2154	2154_studios_lions_acquisitions_paramount	ŽERTOVNÉ A TANEČNÍ
HPod_411	1027	1027_daddy_reggaeton_rapper_rap	ŽERTOVNÉ A TANEČNÍ
HPod_413	2192	2192_sneakers_footwear_shoes_sportswear	ŽERTOVNÉ A TANEČNÍ
HPod_415	2066	2066_channel_mosh_media_channels	ŽERTOVNÉ A TANEČNÍ
HPod_416	1901	1901_sat_exams_exam_admissions	ŽERTOVNÉ A TANEČNÍ
HPod_417	1550	1550_dew_cola_flavors_soda	ŽERTOVNÉ A TANEČNÍ
HPod_419	790	790_degree_bachelor_diploma_qualification	ŽERTOVNÉ A TANEČNÍ
HPod_421	415	415_deforestation_reforestation_forestry_forests	ŽERTOVNÉ A TANEČNÍ
HPod_423	233	233_mexicana_latin_salsa_vida	ŽERTOVNÉ A TANEČNÍ
HPod_424	1538	1538_bridges_bridge_viaducts_arches	ŽERTOVNÉ A TANEČNÍ
HPod_426	925	925_stones_stone_guitarist_guitarists	ŽERTOVNÉ A TANEČNÍ
HPod_427	415	415_deforestation_reforestation_forestry_forests	ŽERTOVNÉ A TANEČNÍ
HPod_429	1755	1755_loaf_meat_duet_duets	ŽERTOVNÉ A TANEČNÍ
HPod_430	2	2_married_divorced_couple_remarried	ŽERTOVNÉ A TANEČNÍ
HPod_433	2312	2312_painting_paintings_painter_paint	ŽERTOVNÉ A TANEČNÍ
HPod_434	1004	1004_chocolate_factory_screenplay_wilder	ŽERTOVNÉ A TANEČNÍ
HPod_436	2222	2222_retailer_store_sales_shop	ŽERTOVNÉ A TANEČNÍ
HPod_438	938	938_ford_presidency_presidential_presidents	ŽERTOVNÉ A TANEČNÍ
HPod_439	1442	1442_computing_analytical_mathematician_computation	ŽERTOVNÉ A TANEČNÍ
HPod_440	1460	1460_aunt_uncle_breakfast_mammy	ŽERTOVNÉ A TANEČNÍ
HPod_442	181	181_neural_neuron_neurons_convolutions	ŽERTOVNÉ A TANEČNÍ
HPod_444	335	335_trilogy_remastered_gods_editions	ŽERTOVNÉ A TANEČNÍ
HPod_445	1937	1937_golf_golfer_golfers_handicaps	ŽERTOVNÉ A TANEČNÍ
HPod_446	1606	1606_ibn_folktales_tales_literature	ŽERTOVNÉ A TANEČNÍ
HPod_448	1684	1684_roguelikes_roguelike_rogue_gameplay	ŽERTOVNÉ A TANEČNÍ
HPod_450	371	371_macron_presidential_candidate_candidates	ŽERTOVNÉ A TANEČNÍ
HPod_453	1862	1862_quixotic_literature_chivalric_novel	ŽERTOVNÉ A TANEČNÍ
HPod_454	1862	1862_quixotic_literature_chivalric_novel	ŽERTOVNÉ A TANEČNÍ
HPod_455	1338	1338_eggs_egg_yolks_yolk	ŽERTOVNÉ A TANEČNÍ
HPod_462	1003	1003_motocross_motorcycle_stunt_bike	ŽERTOVNÉ A TANEČNÍ
HPod_463	2344	2344_wee_pee_cameo_cameos	ŽERTOVNÉ A TANEČNÍ
HPod_464	2072	2072_dancer_dances_danced_dancing	ŽERTOVNÉ A TANEČNÍ
HPod_465	938	938_ford_presidency_presidential_presidents	ŽERTOVNÉ A TANEČNÍ
HPod_466	1460	1460_aunt_uncle_breakfast_mammy	ŽERTOVNÉ A TANEČNÍ
HPod_467	0	0_goalscorer_scored_goals_goal	ŽERTOVNÉ A TANEČNÍ
HPod_469	199	199_homer_sitcom_cartoon_sitcoms	ŽERTOVNÉ A TANEČNÍ
HPod_470	1028	1028_probability_probabilities_doors_car	ŽERTOVNÉ A TANEČNÍ
HPod_471	83	83_marvel_spider_marvels_avenger	ŽERTOVNÉ A TANEČNÍ
HPod_472	520	520_spice_concert_girls_spicy	ŽERTOVNÉ A TANEČNÍ
HPod_475	1721	1721_tithes_genesis_tithe_testament	ŽERTOVNÉ A TANEČNÍ
HPod_476	1722	1722_celestial_eternal_awakening_immortal	ŽERTOVNÉ A TANEČNÍ
HPod_477	651	651_voiced_voice_voices_voiceover	ŽERTOVNÉ A TANEČNÍ
HPod_478	1597	1597_brewery_beers_breweries_tents	ŽERTOVNÉ A TANEČNÍ
HPod_480	103	103_climber_climbers_mountaineering_climb	ŽERTOVNÉ A TANEČNÍ
HPod_481	1331	1331_foie_geese_goose_gras	ŽERTOVNÉ A TANEČNÍ
HPod_482	2057	2057_streaming_premiere_tv_stream	ŽERTOVNÉ A TANEČNÍ
HPod_483	1407	1407_lynch_touchdowns_rushing_touchdown	ŽERTOVNÉ A TANEČNÍ
HPod_484	1407	1407_lynch_touchdowns_rushing_touchdown	ŽERTOVNÉ A TANEČNÍ
HPod_485	1597	1597_brewery_beers_breweries_tents	ŽERTOVNÉ A TANEČNÍ
HPod_486	2072	2072_dancer_dances_danced_dancing	ŽERTOVNÉ A TANEČNÍ
HPod_487	1756	1756_horse_horses_cavalry_rode	ŽERTOVNÉ A TANEČNÍ
HPod_488	1863	1863_rap_rock_album_band	ŽERTOVNÉ A TANEČNÍ
HPod_489	414	414_motivation_motivations_motivational_motivate	ŽERTOVNÉ A TANEČNÍ
HPod_490	1542	1542_1852_novels_novel_cabin	ŽERTOVNÉ A TANEČNÍ
HPod_491	1747	1747_moss_quarterback_cornerback_punts	ŽERTOVNÉ A TANEČNÍ
HPod_493	1028	1028_probability_probabilities_doors_car	ŽERTOVNÉ A TANEČNÍ
HPod_494	1597	1597_brewery_beers_breweries_tents	ŽERTOVNÉ A TANEČNÍ
HPod_497	1424	1424_knights_duchy_papacy_nobles	ŽERTOVNÉ A TANEČNÍ
HPod_498	2222	2222_retailer_store_sales_shop	ŽERTOVNÉ A TANEČNÍ
HPod_500	2172	2172_home_sequels_sequel_screenplays	ŽERTOVNÉ A TANEČNÍ
HPod_501	1770	1770_bugs_insects_insecticides_pest	ŽERTOVNÉ A TANEČNÍ
HPod_502	154	154_rings_ring_shire_hobbit	ŽERTOVNÉ A TANEČNÍ
HPod_506	1448	1448_airplay_tv_apple_televisions	ŽERTOVNÉ A TANEČNÍ
HPod_508	1646	1646_catch_22_circumstance_novel	ŽERTOVNÉ A TANEČNÍ
HPod_509	1581	1581_mix_albums_little_remix	ŽERTOVNÉ A TANEČNÍ
HPod_511	1513	1513_redheads_redhead_reddish_ginger	ŽERTOVNÉ A TANEČNÍ
HPod_512	1022	1022_doll_dolls_toy_brand	ŽERTOVNÉ A TANEČNÍ
HPod_514	136	136_jerseys_uniforms_49ers_colors	ŽERTOVNÉ A TANEČNÍ
HPod_516	790	790_degree_bachelor_diploma_qualification	ŽERTOVNÉ A TANEČNÍ
HPod_517	349	349_kiss_toured_concerts_tour	ŽERTOVNÉ A TANEČNÍ
HPod_518	1538	1538_bridges_bridge_viaducts_arches	ŽERTOVNÉ A TANEČNÍ
HPod_519	1181	1181_deer_hunter_filmmaking_screenplay	ŽERTOVNÉ A TANEČNÍ
HPod_523	1863	1863_rap_rock_album_band	ŽERTOVNÉ A TANEČNÍ
HPod_524	136	136_jerseys_uniforms_49ers_colors	ŽERTOVNÉ A TANEČNÍ
HPod_526	1484	1484_assassination_tortured_raped_incident	ŽERTOVNÉ A TANEČNÍ
HPod_527	2072	2072_dancer_dances_danced_dancing	ŽERTOVNÉ A TANEČNÍ
HPod_528	199	199_homer_sitcom_cartoon_sitcoms	ŽERTOVNÉ A TANEČNÍ
HPod_529	1132	1132_burning_burners_organizers_attendees	ŽERTOVNÉ A TANEČNÍ
HPod_530	415	415_deforestation_reforestation_forestry_forests	ŽERTOVNÉ A TANEČNÍ
HPod_532	0	0_goalscorer_scored_goals_goal	ŽERTOVNÉ A TANEČNÍ
HPod_533	102	102_folkloric_folk_genres_traditional	ŽERTOVNÉ A TANEČNÍ
HPod_536	811	811_sizes_paper_sheet_sheets	ŽERTOVNÉ A TANEČNÍ
HPod_537	1581	1581_mix_albums_little_remix	ŽERTOVNÉ A TANEČNÍ
HPod_538	472	472_traditional_dhoti_sari_dresses	ŽERTOVNÉ A TANEČNÍ
HPod_539	1933	1933_darknet_net_network_networks	ŽERTOVNÉ A TANEČNÍ
HPod_541	349	349_kiss_toured_concerts_tour	ŽERTOVNÉ A TANEČNÍ
HPod_542	1862	1862_quixotic_literature_chivalric_novel	ŽERTOVNÉ A TANEČNÍ
HPod_543	2222	2222_retailer_store_sales_shop	ŽERTOVNÉ A TANEČNÍ
HPod_544	1953	1953_oil_petroleum_oilfields_prices	ŽERTOVNÉ A TANEČNÍ
HPod_545	931	931_margarine_yeast_extracts_foods	ŽERTOVNÉ A TANEČNÍ
HPod_547	626	626_1783_minister_peerage_ministers	ŽERTOVNÉ A TANEČNÍ
HPod_548	1550	1550_dew_cola_flavors_soda	ŽERTOVNÉ A TANEČNÍ
HPod_550	2216	2216_sedan_convertibles_convertible_coupe	ŽERTOVNÉ A TANEČNÍ
HPod_553	989	989_cook_voyage_voyages_sailed	ŽERTOVNÉ A TANEČNÍ
HPod_555	159	159_windows_vista_os_pc	ŽERTOVNÉ A TANEČNÍ
HPod_557	938	938_ford_presidency_presidential_presidents	ŽERTOVNÉ A TANEČNÍ
HPod_558	450	450_bear_bears_grizzly_predators	ŽERTOVNÉ A TANEČNÍ
HPod_559	551	551_dances_dance_dancers_traditional	ŽERTOVNÉ A TANEČNÍ
HPod_560	520	520_spice_concert_girls_spicy	ŽERTOVNÉ A TANEČNÍ
HPod_561	426	426_stooge_moe_curly_comedies	ŽERTOVNÉ A TANEČNÍ
HPod_562	915	915_sparrow_pirates_pirate_privateer	ŽERTOVNÉ A TANEČNÍ
