id	assigned_topic	topic_label	lang
h21400660083	0	0_dear_sorrow_wish_weaving	et
eks1500010001	18	18_farmer_rye_oats_horses	et
h31703830047	0	0_dear_sorrow_wish_weaving	et
e000093890060	13	13_september_thirty_march_summer	et
e000123260005	12	12_orphans_trees_plowed field_wilderness	et
e000598850000	18	18_farmer_rye_oats_horses	et
e000613860003	0	0_dear_sorrow_wish_weaving	et
ea00006930012	18	18_farmer_rye_oats_horses	et
eks1500040003	14	14_gyeongsang_jeolla_country_blow	et
ekse00380000	14	14_gyeongsang_jeolla_country_blow	et
era200101440001	0	0_dear_sorrow_wish_weaving	et
era201101840004	7	7_street_streets_fence_corner	et
era201103470003	15	15_slave_goats_ants_feathers	et
era201400770017	0	0_dear_sorrow_wish_weaving	et
era201402870024	14	14_gyeongsang_jeolla_country_blow	et
era202401570002	7	7_street_streets_fence_corner	et
era202403540008	10	10_young cossack_cossack_horseback_love young	et
era202403770004	0	0_dear_sorrow_wish_weaving	et
era203201730004	13	13_september_thirty_march_summer	et
estk4000600094	14	14_gyeongsang_jeolla_country_blow	et
eys0506170036	0	0_dear_sorrow_wish_weaving	et
eys0506300060	0	0_dear_sorrow_wish_weaving	et
eys0610680228	0	0_dear_sorrow_wish_weaving	et
eys0614410114	0	0_dear_sorrow_wish_weaving	et
eys0614660155	15	15_slave_goats_ants_feathers	et
eys0614760170	9	9_wreath_wreaths_wreath wreath_periwinkle	et
eys0614860183	0	0_dear_sorrow_wish_weaving	et
eys0615110244	14	14_gyeongsang_jeolla_country_blow	et
eys0616190047	13	13_september_thirty_march_summer	et
eys0706630026	0	0_dear_sorrow_wish_weaving	et
eys0706800056	14	14_gyeongsang_jeolla_country_blow	et
eys0715340010	0	0_dear_sorrow_wish_weaving	et
eys0715460027	0	0_dear_sorrow_wish_weaving	et
eys0715690076	0	0_dear_sorrow_wish_weaving	et
eys0715960116	18	18_farmer_rye_oats_horses	et
eys0716160145	14	14_gyeongsang_jeolla_country_blow	et
eys0716980268	12	12_orphans_trees_plowed field_wilderness	et
eys0716980269	0	0_dear_sorrow_wish_weaving	et
eys0717540369	8	8_garden little_young maiden_nightingale_little cuckoo	et
eys0717550372	9	9_wreath_wreaths_wreath wreath_periwinkle	et
eys0722820026	14	14_gyeongsang_jeolla_country_blow	et
eys0722910041	0	0_dear_sorrow_wish_weaving	et
eys0722920043	9	9_wreath_wreaths_wreath wreath_periwinkle	et
eys0723140094	0	0_dear_sorrow_wish_weaving	et
eys0723150096	0	0_dear_sorrow_wish_weaving	et
eys0805580059	0	0_dear_sorrow_wish_weaving	et
eys0805620068	0	0_dear_sorrow_wish_weaving	et
eys0806100140	0	0_dear_sorrow_wish_weaving	et
eys0806530216	18	18_farmer_rye_oats_horses	et
eys0806880268	13	13_september_thirty_march_summer	et
eys0808150447	0	0_dear_sorrow_wish_weaving	et
eys0808210454	18	18_farmer_rye_oats_horses	et
eys0808360479	0	0_dear_sorrow_wish_weaving	et
eys080837480b	14	14_gyeongsang_jeolla_country_blow	et
eys0811530008	0	0_dear_sorrow_wish_weaving	et
eys0811780054	9	9_wreath_wreaths_wreath wreath_periwinkle	et
eys0909490011	13	13_september_thirty_march_summer	et
eys0910020091	0	0_dear_sorrow_wish_weaving	et
eys0922830094	6	6_poplar_eyebrows_bright_boast	et
eys1022430016	0	0_dear_sorrow_wish_weaving	et
eys1022630061	0	0_dear_sorrow_wish_weaving	et
eys1022780086	18	18_farmer_rye_oats_horses	et
eys1022880100	0	0_dear_sorrow_wish_weaving	et
eys1029050081	13	13_september_thirty_march_summer	et
h10100180002	0	0_dear_sorrow_wish_weaving	et
h10101990032	18	18_farmer_rye_oats_horses	et
h10102020037	5	5_horses_grazing_maidens_clover	et
h10102450128	14	14_gyeongsang_jeolla_country_blow	et
h10700370019	17	17_mocking_squirrel_don laugh_laugh	et
h10700600059	8	8_garden little_young maiden_nightingale_little cuckoo	et
h20102850423	6	6_poplar_eyebrows_bright_boast	et
h20102880426	0	0_dear_sorrow_wish_weaving	et
h21109540011	0	0_dear_sorrow_wish_weaving	et
h21300830027	12	12_orphans_trees_plowed field_wilderness	et
h21301290022	14	14_gyeongsang_jeolla_country_blow	et
h21304900006	15	15_slave_goats_ants_feathers	et
h21304960009	0	0_dear_sorrow_wish_weaving	et
h21306030003	17	17_mocking_squirrel_don laugh_laugh	et
h21403410004	13	13_september_thirty_march_summer	et
h22609160021	18	18_farmer_rye_oats_horses	et
h24000901036	0	0_dear_sorrow_wish_weaving	et
h24607080020	14	14_gyeongsang_jeolla_country_blow	et
h25706320016	0	0_dear_sorrow_wish_weaving	et
h30101360004	0	0_dear_sorrow_wish_weaving	et
h30101400008	0	0_dear_sorrow_wish_weaving	et
h30400830001	7	7_street_streets_fence_corner	et
h31708530008	0	0_dear_sorrow_wish_weaving	et
goheung-0512	16	16_song praise_cheerful song_sing song_sing	ko
yeongdong-0104	0	0_dear_sorrow_wish_weaving	ko
hwacheon-0217	13	13_september_thirty_march_summer	ko
gn.goseong-0107	9	9_wreath_wreaths_wreath wreath_periwinkle	ko
hampyeong-0402	14	14_gyeongsang_jeolla_country_blow	ko
yeongam-0423	18	18_farmer_rye_oats_horses	ko
icheon-0412	0	0_dear_sorrow_wish_weaving	ko
jindo-0543	14	14_gyeongsang_jeolla_country_blow	ko
cheolwon-0310	2	2_married life_sister_husband_mother law	ko
namhae-0205	13	13_september_thirty_march_summer	ko
nonsan-0106	13	13_september_thirty_march_summer	ko
ulsan-0919	0	0_dear_sorrow_wish_weaving	ko
gochang-0712	18	18_farmer_rye_oats_horses	ko
yangyang-1208	2	2_married life_sister_husband_mother law	ko
muju-0508	14	14_gyeongsang_jeolla_country_blow	ko
yanggu-0929	16	16_song praise_cheerful song_sing song_sing	ko
hwacheon-0208	2	2_married life_sister_husband_mother law	ko
gangjin-0309	13	13_september_thirty_march_summer	ko
dalseong-0119	2	2_married life_sister_husband_mother law	ko
hampyeong-0404	14	14_gyeongsang_jeolla_country_blow	ko
yeonggwang-0136	13	13_september_thirty_march_summer	ko
hampyeong-0403	0	0_dear_sorrow_wish_weaving	ko
gwangjusi-0235	13	13_september_thirty_march_summer	ko
andong-0223	2	2_married life_sister_husband_mother law	ko
haenam-0523	14	14_gyeongsang_jeolla_country_blow	ko
namhae-0206	18	18_farmer_rye_oats_horses	ko
mungyeong-0513	0	0_dear_sorrow_wish_weaving	ko
yeonggwang-0225	14	14_gyeongsang_jeolla_country_blow	ko
seosan-0204	0	0_dear_sorrow_wish_weaving	ko
sinan-0721	0	0_dear_sorrow_wish_weaving	ko
inje-0209	2	2_married life_sister_husband_mother law	ko
yeonggwang-0411	0	0_dear_sorrow_wish_weaving	ko
yeongcheon-0223	2	2_married life_sister_husband_mother law	ko
muju-0713	14	14_gyeongsang_jeolla_country_blow	ko
damyang-0417	13	13_september_thirty_march_summer	ko
hwacheon-0917	2	2_married life_sister_husband_mother law	ko
dalseong-0308	2	2_married life_sister_husband_mother law	ko
dalseong-0213	2	2_married life_sister_husband_mother law	ko
eumseong-0512	2	2_married life_sister_husband_mother law	ko
sancheong-0118	10	10_young cossack_cossack_horseback_love young	ko
gwangyang-0108	0	0_dear_sorrow_wish_weaving	ko
chilgok-0403	0	0_dear_sorrow_wish_weaving	ko
cheongsong-0228	2	2_married life_sister_husband_mother law	ko
gyeongsan-0703	14	14_gyeongsang_jeolla_country_blow	ko
yeocheon-0231	7	7_street_streets_fence_corner	ko
hongcheon-1312	2	2_married life_sister_husband_mother law	ko
wando-0233	0	0_dear_sorrow_wish_weaving	ko
gimje-0508	0	0_dear_sorrow_wish_weaving	ko
gyeongju-0210	14	14_gyeongsang_jeolla_country_blow	ko
damyang-0419	2	2_married life_sister_husband_mother law	ko
yeonggwang-0519	14	14_gyeongsang_jeolla_country_blow	ko
gn.goseong-0602	14	14_gyeongsang_jeolla_country_blow	ko
jinan-0605	0	0_dear_sorrow_wish_weaving	ko
milyang-1008	14	14_gyeongsang_jeolla_country_blow	ko
pyeongchang-1112	2	2_married life_sister_husband_mother law	ko
goheung-0114	18	18_farmer_rye_oats_horses	ko
wando-0520	0	0_dear_sorrow_wish_weaving	ko
goesan-0120	18	18_farmer_rye_oats_horses	ko
yangyang-2207	0	0_dear_sorrow_wish_weaving	ko
jeongseon-1406	2	2_married life_sister_husband_mother law	ko
namwon-0313	7	7_street_streets_fence_corner	ko
yeongyang-0120	2	2_married life_sister_husband_mother law	ko
geochang-0222	7	7_street_streets_fence_corner	ko
sangju-1409	2	2_married life_sister_husband_mother law	ko
seongju-0303	0	0_dear_sorrow_wish_weaving	ko
gokseong-0106	14	14_gyeongsang_jeolla_country_blow	ko
bonghwa-0204	2	2_married life_sister_husband_mother law	ko
hwacheon-0216	0	0_dear_sorrow_wish_weaving	ko
yeonggwang-0420	0	0_dear_sorrow_wish_weaving	ko
yeongwol-0306	2	2_married life_sister_husband_mother law	ko
ulreung-0223	2	2_married life_sister_husband_mother law	ko
icheon-0410	17	17_mocking_squirrel_don laugh_laugh	ko
bonghwa-0707	0	0_dear_sorrow_wish_weaving	ko
bonghwa-0720	2	2_married life_sister_husband_mother law	ko
yeongil-0332	14	14_gyeongsang_jeolla_country_blow	ko
jindo-0545	0	0_dear_sorrow_wish_weaving	ko
cheolwon-0813	0	0_dear_sorrow_wish_weaving	ko
muju-0441	17	17_mocking_squirrel_don laugh_laugh	ko
jeongseon-1316	0	0_dear_sorrow_wish_weaving	ko
hampyeong-0439	9	9_wreath_wreaths_wreath wreath_periwinkle	ko
seongju-0336	0	0_dear_sorrow_wish_weaving	ko
cheolwon-1212	2	2_married life_sister_husband_mother law	ko
hampyeong-0428	18	18_farmer_rye_oats_horses	ko
jangheung-0229	0	0_dear_sorrow_wish_weaving	ko
goheung-0113	14	14_gyeongsang_jeolla_country_blow	ko
eumseong-0528	14	14_gyeongsang_jeolla_country_blow	ko
hampyeong-0602	7	7_street_streets_fence_corner	ko
yecheon-0704	2	2_married life_sister_husband_mother law	ko
imsil-0520	2	2_married life_sister_husband_mother law	ko
sangju-0820	18	18_farmer_rye_oats_horses	ko
yeongdeok-0333	2	2_married life_sister_husband_mother law	ko
cheongsong-0521	2	2_married life_sister_husband_mother law	ko
bonghwa-0706	9	9_wreath_wreaths_wreath wreath_periwinkle	ko
dalseong-0531	2	2_married life_sister_husband_mother law	ko
seocheon-0202	13	13_september_thirty_march_summer	ko
gimje-0518	0	0_dear_sorrow_wish_weaving	ko
yanggu-0716	2	2_married life_sister_husband_mother law	ko
seungju-0203	2	2_married life_sister_husband_mother law	ko
wando-0523	0	0_dear_sorrow_wish_weaving	ko
goheung-0408	17	17_mocking_squirrel_don laugh_laugh	ko
bonghwa-0614	14	14_gyeongsang_jeolla_country_blow	ko
gochang-0525	0	0_dear_sorrow_wish_weaving	ko
seongju-0629	14	14_gyeongsang_jeolla_country_blow	ko
yeonggwang-0614	9	9_wreath_wreaths_wreath wreath_periwinkle	ko
gw.goseong-0516	2	2_married life_sister_husband_mother law	ko
yangyang-0511	2	2_married life_sister_husband_mother law	ko
geumreung-0135	2	2_married life_sister_husband_mother law	ko
uljin-1002	0	0_dear_sorrow_wish_weaving	ko
naju-0219	0	0_dear_sorrow_wish_weaving	ko
buan-0615	18	18_farmer_rye_oats_horses	ko
geumsan-0806	13	13_september_thirty_march_summer	ko
muan-0704	7	7_street_streets_fence_corner	ko
hampyeong-0408	14	14_gyeongsang_jeolla_country_blow	ko
hoengseong-0425	2	2_married life_sister_husband_mother law	ko
jindo-0523	14	14_gyeongsang_jeolla_country_blow	ko
bonghwa-0403	2	2_married life_sister_husband_mother law	ko
pyeongchang-0806	2	2_married life_sister_husband_mother law	ko
yeongdeok-0208	13	13_september_thirty_march_summer	ko
sinan-1013	14	14_gyeongsang_jeolla_country_blow	ko
sinan-0314	13	13_september_thirty_march_summer	ko
yeongdeok-0207	2	2_married life_sister_husband_mother law	ko
samcheok-1207	0	0_dear_sorrow_wish_weaving	ko
yecheon-0422	2	2_married life_sister_husband_mother law	ko
gangjin-0601	2	2_married life_sister_husband_mother law	ko
sinan-0427	14	14_gyeongsang_jeolla_country_blow	ko
seungju-0304	14	14_gyeongsang_jeolla_country_blow	ko
tongyeong-0413	14	14_gyeongsang_jeolla_country_blow	ko
yeongam-0224	14	14_gyeongsang_jeolla_country_blow	ko
gangjin-0602	18	18_farmer_rye_oats_horses	ko
samcheok-1104	2	2_married life_sister_husband_mother law	ko
jungwon-0334	0	0_dear_sorrow_wish_weaving	ko
haenam-0127	15	15_slave_goats_ants_feathers	ko
geumreung-0433	13	13_september_thirty_march_summer	ko
muju-0704	14	14_gyeongsang_jeolla_country_blow	ko
gn.goseong-0519	0	0_dear_sorrow_wish_weaving	ko
geochang-0315	0	0_dear_sorrow_wish_weaving	ko
jinan-0603	0	0_dear_sorrow_wish_weaving	ko
gangjin-0618	0	0_dear_sorrow_wish_weaving	ko
gangjin-0716	14	14_gyeongsang_jeolla_country_blow	ko
yeocheon-0327	14	14_gyeongsang_jeolla_country_blow	ko
bonghwa-0311	14	14_gyeongsang_jeolla_country_blow	ko
gangjin-0312	0	0_dear_sorrow_wish_weaving	ko
yeonggwang-0609	0	0_dear_sorrow_wish_weaving	ko
hapcheon-0516	7	7_street_streets_fence_corner	ko
gangjin-0626	0	0_dear_sorrow_wish_weaving	ko
tongyeong-0304	0	0_dear_sorrow_wish_weaving	ko
damyang-0122	14	14_gyeongsang_jeolla_country_blow	ko
haenam-0411	0	0_dear_sorrow_wish_weaving	ko
muan-0155	14	14_gyeongsang_jeolla_country_blow	ko
gangjin-0212	0	0_dear_sorrow_wish_weaving	ko
yeongil-0524	14	14_gyeongsang_jeolla_country_blow	ko
geumreung-0206	2	2_married life_sister_husband_mother law	ko
gyeongju-0211	0	0_dear_sorrow_wish_weaving	ko
samcheok-1012	2	2_married life_sister_husband_mother law	ko
chilgok-0606	2	2_married life_sister_husband_mother law	ko
uljin-0115	0	0_dear_sorrow_wish_weaving	ko
inje-0105	2	2_married life_sister_husband_mother law	ko
gimhae-0212	0	0_dear_sorrow_wish_weaving	ko
jeongseon-0724	18	18_farmer_rye_oats_horses	ko
hoengseong-0107	18	18_farmer_rye_oats_horses	ko
chilgok-0471	0	0_dear_sorrow_wish_weaving	ko
naju-0319	13	13_september_thirty_march_summer	ko
boeun-0211	9	9_wreath_wreaths_wreath wreath_periwinkle	ko
yeongam-0512	18	18_farmer_rye_oats_horses	ko
ulreung-0209	2	2_married life_sister_husband_mother law	ko
seongju-0313	2	2_married life_sister_husband_mother law	ko
tongyeong-0713	13	13_september_thirty_march_summer	ko
geoje-0521	7	7_street_streets_fence_corner	ko
yeocheon-0227	14	14_gyeongsang_jeolla_country_blow	ko
yeongdeok-0309	2	2_married life_sister_husband_mother law	ko
yeonggwang-0142	14	14_gyeongsang_jeolla_country_blow	ko
gn.goseong-0531	2	2_married life_sister_husband_mother law	ko
yeongdeok-0204	2	2_married life_sister_husband_mother law	ko
hadong-0136	17	17_mocking_squirrel_don laugh_laugh	ko
jangsu-0233	17	17_mocking_squirrel_don laugh_laugh	ko
yecheon-0503	2	2_married life_sister_husband_mother law	ko
